,acousticness,loudness,energy,explicit
249567,0.934,-13.062,0.203,0
451365,0.821,-9.342,0.482,0
357821,4.11e-05,-5.482,0.956,0
152614,0.459,-8.518,0.728,0
452963,0.978,-26.799,0.0259,0
423440,0.000941,-11.396,0.618,0
122596,0.906,-25.802,0.142,0
31151,0.744,-15.021,0.217,0
68027,0.261,-10.839,0.356,0
91010,0.155,-6.932,0.825,0
460560,0.443,-22.164,0.111,0
396941,0.156,-4.388,0.734,0
269816,0.803,-18.829,0.219,0
144965,0.785,-20.942,0.0698,0
574190,0.0464,-14.594,0.47,0
31506,0.467,-7.774,0.637,0
254196,0.0284,-4.1,0.982,0
373879,0.0437,-7.007,0.661,0
113641,0.0766,-6.846,0.788,0
572238,0.502,-13.724,0.36,0
148747,0.0226,-3.504,0.822,0
310833,0.216,-5.457,0.636,0
372889,0.552,-5.359,0.5,0
37894,0.522,-12.76,0.457,0
440375,0.153,-7.015,0.804,0
560051,0.0332,-6.362,0.866,0
43785,0.0331,-12.09,0.259,0
363717,0.352,-13.187,0.352,0
579397,0.724,-22.374,0.444,0
394408,0.909,-6.914,0.298,0
483860,0.903,-15.728,0.397,0
149718,0.558,-17.314,0.296,0
72669,0.00316,-3.265,0.795,0
67781,0.128,-14.014,0.399,1
101619,0.232,-14.202,0.595,0
345525,0.984,-18.222,0.0785,0
96186,0.621,-10.699,0.591,0
195699,0.736,-10.607,0.52,0
573220,0.185,-11.863,0.397,0
555397,0.497,-5.721,0.847,0
392357,0.145,-6.017,0.676,0
72139,0.161,-8.219,0.447,0
75628,0.117,-7.175,0.6,0
323401,0.045,-6.18,0.523,0
504751,0.0596,-3.891,0.947,1
121199,0.469,-11.134,0.344,0
26007,0.986,-13.544,0.25,0
378168,0.0254,-6.029,0.74,0
52487,0.669,-6.991,0.536,0
489503,0.439,-10.748,0.585,0
112028,0.000652,-6.077,0.831,0
563606,0.695,-12.983,0.206,0
403931,9.21e-05,-6.977,0.757,0
171442,0.0011,-9.379,0.752,0
157905,0.231,-4.443,0.652,1
210979,0.0527,-7.072,0.905,0
77485,0.566,-16.004,0.348,0
36093,0.702,-8.507,0.839,0
217973,0.00161,-6.48,0.811,0
1776,0.916,-10.082,0.302,0
482073,0.98,-19.679,0.276,0
475432,0.000866,-6.979,0.918,0
285072,0.138,-4.613,0.946,0
544004,0.835,-14.852,0.279,0
309586,0.115,-6.928,0.697,0
401052,0.68,-14.853,0.313,0
227667,0.987,-15.409,0.163,0
448279,0.743,-10.181,0.394,0
254691,0.0236,-6.183,0.686,0
22433,0.984,-13.697,0.246,0
158912,0.000678,-6.294,0.811,1
526110,0.518,-11.702,0.707,0
211593,0.172,-6.199,0.771,1
132913,0.971,-21.174,0.0516,0
288133,0.726,-6.613,0.569,0
281916,0.0147,-11.771,0.693,0
252394,0.75,-5.445,0.448,0
192784,0.525,-9.812,0.592,0
412643,0.105,-3.436,0.901,0
110925,0.0561,-5.133,0.61,1
344263,0.0101,-5.438,0.877,0
225443,0.806,-16.938,0.162,0
57555,0.454,-9.294,0.444,0
48118,0.0305,-9.457,0.826,0
52096,0.166,-13.572,0.568,0
328018,0.0282,-13.543,0.62,0
349541,0.00265,-4.88,0.899,0
290280,0.00698,-12.24,0.757,0
215239,0.752,-1.802,0.785,0
168613,0.00733,-10.432,0.636,0
62444,0.0327,-5.509,0.908,0
215976,0.294,-5.552,0.729,0
505517,0.127,-13.428,0.93,0
253711,0.654,-11.412,0.4,0
156885,0.00272,-2.842,0.86,0
461124,0.46,-6.482,0.856,0
309626,0.0673,-9.353,0.66,0
312563,0.0113,-4.975,0.896,0
104534,0.467,-9.17,0.561,0
456830,0.541,-4.725,0.747,1
230627,0.21,-4.718,0.49,0
13972,0.988,-13.3,0.324,0
329306,0.0792,-4.819,0.927,0
347374,0.00461,-8.696,0.942,1
466022,0.00181,-11.747,0.588,0
348067,0.47,-20.467,0.0944,0
489379,0.406,-13.643,0.397,0
255345,0.623,-6.425,0.522,0
443826,4.96e-05,-10.364,0.77,0
138103,0.775,-13.517,0.361,0
439234,0.0703,-5.514,0.645,1
109469,0.275,-15.471,0.446,0
376449,0.00921,-7.792,0.836,0
149418,0.778,-6.049,0.688,0
399603,0.000388,-7.38,0.859,0
413966,0.0986,-6.381,0.868,0
13410,0.955,-11.993,0.455,0
369559,0.157,-10.091,0.765,0
496117,4.45e-05,-4.214,0.874,0
558803,0.00842,-7.519,0.949,0
360979,0.953,-16.984,0.129,0
575878,0.195,-7.779,0.527,0
86990,0.607,-10.48,0.379,0
105342,0.0749,-13.948,0.675,0
492277,0.44,-2.746,0.865,0
221254,0.766,-11.142,0.292,0
23631,0.465,-17.096,0.383,0
135111,0.803,-4.847,0.488,0
113963,0.0384,-10.348,0.589,0
38853,0.527,-14.978,0.213,0
312294,0.157,-6.276,0.668,0
70986,0.238,-15.279,0.484,0
345087,0.00178,-8.698,0.622,1
218043,0.0366,-6.775,0.854,0
273206,0.519,-10.159,0.488,0
378081,0.415,-9.543,0.373,0
87489,0.176,-16.536,0.436,0
9130,0.845,-9.938,0.3,0
143646,0.000778,-6.876,0.843,0
115634,0.827,-11.639,0.35,0
574830,0.302,-9.854,0.494,0
515060,0.99,-8.029,0.733,0
582707,0.918,-14.361,0.17,0
291843,0.2,-5.789,0.925,0
109432,0.772,-17.042,0.239,0
243744,0.0749,-7.377,0.739,0
468015,0.0335,-5.589,0.736,0
26719,0.994,-19.864,0.126,0
213609,0.631,-19.261,0.341,0
52347,0.134,-10.633,0.646,0
24901,0.828,-17.632,0.0659,0
580730,0.396,-13.384,0.351,0
393999,0.0168,-5.996,0.897,0
251978,0.637,-8.484,0.649,0
464249,0.994,-9.774,0.257,0
12640,0.995,-14.083,0.0928,0
538808,0.702,-11.101,0.57,0
562873,0.656,-7.096,0.616,0
126562,0.327,-6.837,0.749,0
406322,0.944,-12.254,0.248,0
381728,0.517,-8.84,0.44,1
359641,0.339,-7.693,0.523,0
93748,0.00962,-4.362,0.82,0
285111,0.587,-9.546,0.736,0
557741,0.714,-4.978,0.869,0
324234,0.692,-7.597,0.822,0
409166,0.955,-14.169,0.211,0
70002,0.0102,-6.324,0.968,0
380533,0.00126,-7.458,0.949,0
80398,0.00121,-8.072,0.688,0
220119,0.785,-13.218,0.527,0
350927,0.158,-4.865,0.778,0
405171,0.923,-7.787,0.324,0
11986,0.962,-18.008,0.137,0
182878,0.117,-12.119,0.545,0
584116,0.127,-6.719,0.678,0
325377,0.657,-7.708,0.437,0
227912,0.824,-12.37,0.432,0
340286,0.911,-19.494,0.0476,0
479086,0.234,-6.046,0.754,0
408983,0.65,-8.244,0.441,0
512894,0.937,-13.128,0.416,0
457597,0.0854,-13.598,0.44,0
62258,0.208,-13.44,0.564,0
284085,0.759,-7.059,0.751,0
281069,0.803,-16.331,0.125,0
3215,0.856,-19.594,0.269,0
349203,0.144,-7.131,0.493,0
195203,0.13,-12.251,0.626,0
369898,0.0558,-5.786,0.819,0
514479,0.996,-17.217,0.103,0
233594,0.894,-14.886,0.227,0
531403,0.851,-9.559,0.391,0
252308,0.000587,-5.112,0.798,0
58023,0.425,-11.897,0.519,0
155158,0.0352,-6.614,0.818,0
123969,0.877,-37.864,0.0731,0
239415,0.83,-5.502,0.511,0
49598,0.0719,-9.846,0.473,0
511709,0.994,-13.064,0.123,0
571187,0.619,-14.775,0.347,0
324534,0.00251,-10.588,0.8,0
305526,0.995,-12.776,0.401,0
220480,0.918,-35.592,0.0118,0
189571,0.973,-13.338,0.264,0
446586,0.108,-10.745,0.591,0
384895,0.318,-12.677,0.758,0
226060,0.0206,-11.075,0.317,0
519473,0.867,-12.494,0.352,0
436674,0.552,-9.527,0.42,0
165590,0.0184,-3.632,0.938,0
568163,0.89,-12.341,0.318,0
157480,0.0365,-4.742,0.859,0
492156,0.29,-5.956,0.514,0
539770,0.579,-8.251,0.31,0
138475,0.971,-18.21,0.273,0
475788,0.514,-4.515,0.775,0
17236,0.993,-24.882,0.0898,0
411469,0.0909,-10.997,0.376,0
275983,0.813,-12.041,0.326,0
444728,0.658,-19.494,0.316,0
495687,0.307,-17.767,0.255,0
169217,0.326,-11.614,0.622,0
223738,0.723,-17.99,0.188,0
408228,0.938,-5.582,0.466,0
101719,0.145,-6.334,0.728,0
476864,0.723,-11.028,0.371,0
569681,0.172,-6.084,0.692,0
183209,0.0578,-8.008,0.863,0
515148,0.972,-7.716,0.543,0
215288,0.59,-6.402,0.812,0
446866,0.748,-4.855,0.537,0
26625,0.896,-20.332,0.0835,0
192865,0.000269,-11.947,0.648,0
218481,0.134,-14.276,0.543,0
318664,0.534,-7.887,0.449,0
450094,0.658,-6.327,0.47,0
494962,0.586,-20.605,0.229,0
315520,0.703,-25.049,0.175,0
294269,0.00855,-7.194,0.476,0
159197,0.487,-6.335,0.602,1
5371,0.991,-13.824,0.144,0
536384,0.472,-5.647,0.609,0
518154,0.981,-11.272,0.216,0
119011,0.536,-13.829,0.547,0
330964,0.794,-11.758,0.263,0
503107,0.421,-15.308,0.168,0
500730,0.247,-7.062,0.836,0
73008,0.571,-6.378,0.531,0
179057,0.458,-6.479,0.745,0
369164,0.995,-31.159,0.00246,0
561286,0.00142,-2.625,0.964,0
248208,0.59,-6.999,0.539,0
255556,0.112,-3.481,0.837,0
338559,0.943,-10.515,0.209,0
290456,0.793,-10.125,0.418,0
149655,0.00262,-9.437,0.811,0
475761,0.364,-5.353,0.828,0
488915,0.723,-12.778,0.569,0
317795,0.457,-11.677,0.634,0
21237,0.993,-17.237,0.124,0
205430,0.645,-14.506,0.449,0
23368,0.713,-6.232,0.667,0
431788,0.932,-19.355,0.176,0
240985,0.811,-16.192,0.305,0
380138,0.762,-10.255,0.409,0
231780,0.0052,-6.313,0.9,0
342394,0.332,-8.163,0.429,0
468553,0.806,-9.769,0.341,0
513606,0.994,-15.179,0.129,0
314554,0.99,-30.591,0.0122,0
413891,0.82,-14.509,0.306,0
294053,0.0149,-5.443,0.681,0
58585,0.00979,-13.045,0.692,0
251826,0.805,-13.542,0.357,0
263880,0.0758,-4.1,0.687,0
345942,0.0254,-15.213,0.349,0
298840,0.778,-6.484,0.341,0
88699,0.0691,-8.187,0.516,0
570945,0.155,-7.78,0.705,0
550933,0.86,-9.671,0.291,0
553426,0.193,-6.35,0.896,0
509147,0.478,-10.039,0.35,0
333091,0.0243,-6.634,0.563,0
421590,0.485,-10.542,0.469,0
166663,0.146,-7.67,0.781,0
214108,0.696,-3.563,0.943,0
389722,0.221,-7.029,0.61,0
370985,0.938,-11.804,0.439,0
161630,0.708,-10.839,0.497,0
84177,0.0434,-3.428,0.912,0
502634,0.738,-18.511,0.385,0
168993,0.861,-10.348,0.404,0
262438,0.0624,-1.838,0.988,0
320384,0.0336,-8.12,0.788,0
320894,0.0237,-9.289,0.85,0
133913,0.996,-9.886,0.199,0
31969,0.432,-11.369,0.717,0
176938,0.0563,-15.022,0.396,0
294187,0.988,-18.097,0.0205,0
518382,0.719,-11.485,0.595,0
141450,0.613,-12.161,0.289,0
428689,0.731,-6.937,0.592,0
195109,0.435,-7.706,0.467,0
527779,0.285,-5.003,0.78,0
46505,0.271,-12.058,0.379,0
4808,0.988,-18.909,0.304,0
286589,0.182,-6.622,0.605,0
367085,0.382,-15.766,0.414,0
315772,0.1,-12.603,0.636,0
561273,0.0918,-2.844,0.947,0
65334,0.731,-9.844,0.848,0
546869,0.323,-15.31,0.272,0
215501,0.039,-5.821,0.896,0
526922,0.024,-10.635,0.757,0
87462,0.556,-7.755,0.377,0
525703,0.581,-11.34,0.747,0
269699,0.876,-17.176,0.328,0
164795,0.992,-19.002,0.0656,0
126280,0.0292,-11.676,0.535,0
83409,0.508,-5.154,0.684,0
36012,0.8,-14.815,0.377,0
425810,0.0027,-4.13,0.821,0
74188,0.0575,-9.089,0.674,0
165317,0.000168,-12.405,0.782,0
262061,0.415,-10.29,0.584,0
347358,0.502,-16.344,0.269,0
33190,0.91,-9.116,0.405,0
299692,0.0194,-6.149,0.838,0
391847,0.673,-8.297,0.417,0
518315,0.992,-16.304,0.204,0
545594,0.396,-7.418,0.367,0
451066,0.411,-9.64,0.586,1
352835,0.256,-1.879,0.925,0
192226,0.802,-3.909,0.428,0
110471,0.433,-7.221,0.726,0
303964,0.0302,-7.147,0.769,0
184406,0.399,-13.899,0.357,0
579243,0.0615,-8.284,0.643,0
572529,0.801,-13.753,0.296,0
245742,0.0458,-5.564,0.681,0
432286,0.623,-10.492,0.688,0
396524,0.116,-4.167,0.89,0
349184,0.587,-8.377,0.534,0
71931,0.0714,-9.932,0.519,0
392336,0.837,-13.074,0.412,0
112640,0.131,-6.872,0.568,0
427929,0.838,-7.586,0.495,0
517521,0.991,-10.32,0.49,0
496637,0.0812,-12.546,0.746,0
53825,0.44,-11.53,0.484,0
579200,0.709,-10.536,0.384,0
297524,0.805,-20.289,0.498,0
389795,0.015,-2.985,0.93,0
190078,0.762,-8.158,0.714,0
296204,0.856,-18.805,0.259,0
453027,0.95,-28.0,0.0585,0
428456,0.875,-11.761,0.252,0
534965,0.579,-6.331,0.648,0
412354,0.74,-5.339,0.554,0
492638,0.0048,-6.445,0.742,0
135053,0.92,-5.495,0.584,0
537528,0.93,-19.62,0.106,0
374753,0.487,-7.3,0.545,0
548957,0.0247,-6.818,0.875,0
159304,0.988,-12.426,0.66,0
31702,0.875,-13.972,0.17,0
218666,0.971,-20.253,0.0235,0
569898,0.0975,-7.049,0.766,0
323108,0.00125,-3.927,0.972,0
507504,0.191,-4.825,0.759,0
296501,0.645,-7.262,0.587,0
372568,0.648,-10.314,0.322,0
369567,0.14,-5.423,0.877,0
545704,0.462,-16.111,0.259,0
536052,0.442,-5.579,0.873,0
163650,0.347,-12.303,0.425,0
202670,0.476,-5.118,0.786,0
453174,0.519,-9.9,0.655,0
575614,0.972,-27.39,0.0518,0
227603,0.00522,-6.473,0.848,0
138191,0.461,-7.014,0.505,0
167488,0.193,-10.941,0.538,0
101029,0.493,-7.749,0.802,0
317052,0.984,-17.757,0.357,0
7357,0.693,-21.446,0.265,0
466141,0.00638,-7.986,0.694,0
486898,0.22,-12.587,0.386,0
495775,0.724,-9.41,0.412,0
52252,0.0119,-13.688,0.49,0
47420,0.675,-14.796,0.314,0
196386,0.604,-9.793,0.412,0
452217,0.208,-14.099,0.566,0
525553,0.282,-12.25,0.529,0
294698,0.178,-7.692,0.725,0
286825,0.957,-8.229,0.322,0
149214,0.285,-9.436,0.614,0
199142,0.513,-5.417,0.83,0
138194,0.943,-15.952,0.0962,0
514056,0.993,-10.545,0.247,0
356332,0.375,-7.795,0.642,0
345584,0.566,-9.266,0.648,0
386099,0.107,-9.084,0.615,0
68681,0.0811,-4.998,0.712,0
151213,0.606,-15.902,0.2,0
66000,0.0988,-9.133,0.552,0
284088,0.477,-6.711,0.783,0
577970,0.161,-5.776,0.968,0
405588,0.528,-4.565,0.722,0
19624,0.713,-17.19,0.201,0
271912,0.683,-11.1,0.222,0
245804,0.163,-6.055,0.658,1
98143,0.261,-8.248,0.883,0
383347,0.0157,-9.657,0.679,0
15544,0.975,-13.428,0.397,0
443693,0.00683,-4.734,0.929,0
304068,4.14e-05,-6.586,0.98,0
78276,0.00325,-5.123,0.728,0
212286,0.854,-12.079,0.263,0
141,0.647,-24.274,0.152,0
426337,0.69,-6.232,0.865,0
528420,0.000321,-5.205,0.969,0
462664,0.423,-3.91,0.833,1
417419,0.11,-8.27,0.558,0
102200,0.22,-8.18,0.718,0
105139,0.95,-9.064,0.383,0
577545,0.719,-20.024,0.295,0
182714,0.0355,-14.296,0.595,0
110744,0.383,-9.548,0.463,0
134641,0.713,-9.71,0.606,0
390957,0.881,-12.465,0.16,0
270982,0.669,-12.7,0.322,0
37486,0.908,-9.554,0.408,0
284708,0.284,-7.576,0.365,0
187355,0.307,-6.594,0.702,1
410706,0.471,-12.012,0.446,0
415625,0.542,-7.683,0.564,0
577112,0.994,-20.54,0.0436,0
94820,0.972,-17.91,0.175,0
18216,0.91,-15.519,0.233,0
143249,0.819,-19.124,0.178,0
550549,0.781,-15.11,0.321,0
102012,0.094,-16.054,0.256,0
3484,0.967,-16.05,0.195,0
497017,0.302,-12.617,0.679,0
180216,0.959,-16.561,0.197,0
359578,0.225,-11.655,0.822,1
64703,0.402,-8.708,0.589,0
77526,0.331,-7.88,0.532,1
100837,0.127,-9.742,0.739,0
254973,0.8,-11.032,0.306,0
302171,0.111,-3.554,0.978,0
344624,0.115,-7.698,0.811,0
305320,0.0321,-4.743,0.879,1
126645,0.0781,-14.553,0.31,0
390662,0.502,-8.016,0.732,0
491424,0.0746,-9.221,0.749,0
172116,1.11e-06,-4.452,0.964,0
212521,0.0957,-17.396,0.287,0
254506,0.000153,-5.479,0.763,0
116312,0.97,-14.742,0.15,0
103159,0.0211,-15.413,0.374,0
340407,0.355,-16.386,0.412,0
249573,0.0332,-3.849,0.801,0
449438,0.285,-6.353,0.572,0
543328,0.00044,-6.909,0.796,1
506436,0.147,-16.306,0.465,0
127824,0.0231,-9.778,0.613,0
59366,0.000717,-8.822,0.863,0
183512,0.000352,-3.661,0.925,0
299120,0.902,-12.296,0.34,0
15271,0.943,-10.126,0.425,0
233021,0.742,-9.966,0.456,0
245853,0.00208,-8.339,0.607,0
364480,0.453,-9.754,0.451,0
179947,0.588,-14.974,0.322,0
71003,0.225,-11.972,0.515,0
557316,0.00377,-3.377,0.831,0
196657,0.964,-14.226,0.198,0
160884,0.543,-9.721,0.698,0
314611,0.891,-15.296,0.155,0
528175,0.736,-15.314,0.351,0
520869,0.588,-12.669,0.464,0
563396,0.291,-17.296,0.431,0
5615,0.992,-18.826,0.118,0
584438,0.0298,-4.896,0.668,0
338675,0.135,-10.173,0.51,0
549069,0.671,-13.944,0.324,0
93543,0.0123,-6.556,0.932,0
20512,0.993,-24.856,0.0727,0
356555,0.378,-8.106,0.724,0
524929,0.849,-6.345,0.543,0
180458,0.79,-10.524,0.579,0
8127,0.908,-11.774,0.299,0
8665,0.995,-18.735,0.281,0
553323,0.00256,-5.206,0.728,0
424711,0.00941,-7.66,0.808,0
408125,0.709,-22.451,0.173,0
427343,0.078,-6.644,0.737,1
105756,0.162,-15.204,0.611,0
561263,0.00901,-3.845,0.916,0
481555,0.803,-8.017,0.473,0
560697,0.013,-3.187,0.837,0
373856,0.181,-5.395,0.71,0
566913,0.0684,-6.207,0.718,0
373330,0.525,-3.941,0.985,0
125418,0.847,-14.77,0.272,0
299555,0.797,-17.283,0.307,0
31037,0.993,-26.799,0.0731,0
430589,0.215,-4.595,0.614,0
256231,0.198,-7.354,0.66,0
574585,0.271,-7.304,0.606,0
331420,0.0257,-5.088,0.921,0
59601,0.000324,-9.693,0.766,0
148350,0.928,-21.718,0.0988,0
273557,0.0722,-4.94,0.728,0
300936,0.0426,-6.923,0.731,0
135473,0.966,-7.874,0.134,0
583664,0.269,-8.723,0.346,0
338537,0.65,-4.687,0.567,0
339081,0.476,-7.872,0.792,0
380397,0.387,-4.658,0.778,0
567440,0.152,-8.761,0.53,1
257059,0.463,-5.229,0.423,0
24620,0.846,-11.412,0.512,0
110938,0.714,-11.291,0.285,0
300170,0.388,-10.427,0.84,0
292148,0.653,-7.504,0.295,0
441382,0.912,-21.25,0.186,0
262392,0.127,-5.351,0.815,0
515940,0.996,-14.897,0.0826,0
212397,0.817,-9.338,0.645,0
125032,0.947,-13.119,0.32,0
520351,0.824,-9.793,0.289,0
150338,0.0901,-7.339,0.705,0
140987,0.829,-27.852,0.0481,0
64947,0.252,-11.148,0.475,0
234765,0.00403,-14.42,0.72,0
335956,0.733,-8.046,0.455,0
416138,0.00159,-5.713,0.959,0
560806,0.0225,-4.573,0.599,0
550134,0.436,-15.224,0.478,0
549320,0.46,-6.627,0.53,0
37196,0.581,-11.218,0.426,0
526929,0.0911,-4.958,0.871,0
38153,0.42,-11.361,0.449,0
495968,0.436,-8.984,0.658,0
13151,0.982,-19.637,0.116,0
19319,0.994,-10.373,0.301,0
161575,0.963,-23.397,0.0872,0
473083,0.498,-8.04,0.492,0
189272,0.778,-20.555,0.324,0
390836,0.961,-26.859,0.0785,0
118605,0.243,-3.126,0.671,0
100776,8.39e-05,-8.436,0.603,0
442990,0.37,-8.273,0.408,0
198370,0.119,-7.425,0.755,0
113851,0.457,-6.486,0.596,0
360319,0.127,-4.747,0.656,0
544723,0.0129,-6.892,0.792,1
274050,0.314,-5.299,0.684,0
253878,0.0179,-7.585,0.918,0
64328,0.721,-14.209,0.187,0
421199,0.989,-15.556,0.189,0
72399,0.185,-7.777,0.829,0
163451,0.0336,-18.35,0.261,0
52547,0.243,-17.335,0.15,0
534882,0.835,-13.359,0.257,0
278120,0.678,-5.243,0.594,0
110019,0.14,-6.679,0.706,0
376492,0.25,-4.665,0.627,0
491717,0.769,-7.983,0.515,0
137936,0.585,-15.041,0.222,0
441011,0.973,-17.157,0.0757,0
465775,0.506,-16.975,0.252,0
205897,0.0685,-6.795,0.931,0
441974,0.00864,-5.804,0.819,0
581680,0.00182,-6.674,0.722,0
14819,0.977,-14.698,0.437,0
278309,0.0725,-10.56,0.6,0
272022,0.359,-12.708,0.301,0
135564,0.938,-4.313,0.64,0
63303,0.27,-12.274,0.656,0
120492,0.296,-19.142,0.236,0
89194,0.0574,-10.357,0.835,0
356870,0.674,-5.422,0.516,0
404873,0.127,-7.412,0.737,0
322291,0.264,-7.021,0.613,0
449913,0.0999,-5.556,0.564,0
416016,0.809,-10.725,0.302,0
315595,0.0931,-11.234,0.696,0
533653,0.012,-10.848,0.548,0
449418,0.817,-13.991,0.222,0
145381,0.558,-6.459,0.679,0
467207,0.0108,-8.852,0.837,1
135306,0.995,-8.219,0.548,0
266809,0.893,-10.348,0.34,0
175736,0.000459,-6.718,0.759,0
368290,0.902,-8.571,0.426,0
534982,0.212,-8.303,0.455,1
265200,0.00969,-6.787,0.722,1
534195,0.964,-13.184,0.196,0
62732,0.000421,-13.004,0.518,0
545742,0.918,-19.582,0.0158,0
561833,0.00895,-6.969,0.621,0
137281,0.992,-21.328,0.0325,0
292993,0.797,-7.323,0.631,0
490972,0.11,-5.73,0.706,0
264430,0.167,-3.458,0.882,0
78013,0.00727,-5.958,0.899,0
290656,0.397,-13.516,0.662,0
331237,0.375,-4.829,0.512,0
529704,0.414,-8.669,0.685,0
216169,0.11,-8.28,0.799,0
517194,0.896,-6.362,0.578,0
460854,0.14,-5.67,0.832,1
161414,0.649,-7.24,0.661,0
497282,0.809,-15.89,0.382,0
245557,0.27,-7.271,0.755,0
512355,0.995,-18.293,0.104,0
286495,0.549,-6.542,0.613,0
542467,0.000531,-7.476,0.742,0
232909,0.776,-16.134,0.28,0
498990,0.817,-18.244,0.257,0
26186,0.973,-19.486,0.23,0
527179,0.0717,-5.519,0.943,0
109098,0.0105,-8.098,0.789,0
530769,0.563,-7.861,0.72,0
258974,0.612,-9.376,0.439,0
349530,0.855,-13.618,0.265,0
325791,0.44,-16.354,0.178,0
539219,0.686,-8.896,0.415,0
341765,0.953,-15.035,0.0706,0
133383,0.993,-8.626,0.616,0
151554,0.632,-7.485,0.806,0
375962,0.97,-13.403,0.244,0
262916,0.0872,-4.486,0.786,0
194258,0.259,-15.231,0.351,0
548207,0.332,-4.839,0.8,0
209930,0.657,-6.756,0.464,0
350092,0.78,-7.151,0.475,0
103044,0.052,-14.281,0.561,0
171664,0.1,-4.177,0.997,0
368139,0.414,-9.299,0.549,0
402560,0.165,-8.185,0.597,0
433812,0.133,-4.935,0.915,0
112106,0.00191,-9.864,0.784,0
267111,0.424,-8.28,0.609,0
570136,0.34,-4.937,0.744,1
436976,0.334,-2.051,0.804,0
512460,0.988,-10.273,0.283,0
443702,0.0262,-7.304,0.738,0
220364,0.868,-18.722,0.2,0
535183,0.145,-6.208,0.861,0
438964,0.0203,-6.95,0.816,0
366373,0.426,-15.576,0.6,0
532677,0.247,-12.662,0.455,0
547318,0.59,-4.038,0.923,0
199667,0.0357,-5.194,0.635,0
118373,0.00733,-9.423,0.496,0
412429,0.829,-6.456,0.342,0
114625,0.142,-5.734,0.845,0
134329,0.989,-21.584,0.0373,0
110228,0.681,-6.969,0.566,0
554874,0.0109,-3.619,0.96,0
274405,0.69,-12.822,0.267,0
278975,0.347,-4.55,0.77,0
419708,0.0663,-5.659,0.835,0
275237,0.81,-5.969,0.531,0
170922,9.54e-05,-5.063,0.962,0
367260,0.826,-13.436,0.412,0
386603,0.00856,-4.161,0.776,0
252268,0.00131,-8.241,0.726,0
158686,0.6,-7.141,0.556,0
91515,0.299,-7.482,0.624,0
382607,0.599,-7.602,0.626,0
573734,0.0199,-9.965,0.606,0
11251,0.571,-25.287,0.321,0
151303,0.673,-11.641,0.53,0
475806,0.085,-6.561,0.672,0
232694,0.106,-12.818,0.727,0
337068,0.000382,-6.167,0.665,0
501681,0.827,-23.382,0.0313,0
407578,0.0378,-10.98,0.604,0
124655,0.869,-10.203,0.204,0
105033,0.381,-10.323,0.491,0
25174,0.992,-18.74,0.0486,0
547461,0.747,-6.997,0.762,0
515554,0.956,-11.901,0.551,0
227539,0.0562,-7.184,0.522,0
199025,0.14,-6.108,0.53,0
44663,0.561,-7.874,0.393,0
451439,0.29,-5.601,0.694,0
31716,0.636,0.439,0.898,0
507608,0.832,-10.619,0.312,0
248273,0.915,-15.45,0.123,0
345164,0.996,-10.929,0.0966,0
249620,0.733,-7.789,0.585,0
248843,0.939,-19.749,0.113,0
341295,0.13,-7.411,0.588,0
230978,0.261,-6.281,0.527,0
358612,0.825,-5.71,0.558,0
5225,0.951,-16.434,0.184,0
326756,0.504,-12.241,0.485,0
285839,0.312,-2.857,0.852,0
198203,0.0808,-6.781,0.862,0
290021,0.506,-15.543,0.258,0
400172,0.0313,-3.474,0.787,0
90244,0.0642,-3.105,0.745,1
129162,0.254,-5.853,0.736,0
477568,0.0638,-11.283,0.448,0
149262,0.0493,-12.392,0.514,0
351659,0.0649,-5.563,0.79,0
531998,0.987,-3.467,0.641,0
407234,0.966,-7.093,0.412,0
256659,0.342,-7.344,0.35,1
192943,0.783,-9.781,0.354,0
258910,0.317,-3.703,0.795,0
173588,0.00137,-6.177,0.71,0
490484,0.874,-17.881,0.219,0
124160,0.118,-10.496,0.54,0
332883,0.431,-6.84,0.529,0
139740,0.847,-5.652,0.422,0
374146,0.252,-7.927,0.687,0
426755,2.15e-05,-8.06,0.877,0
114129,0.184,-9.13,0.759,0
120078,0.0706,-9.39,0.473,0
55642,0.222,-9.679,0.788,0
182495,0.212,-6.739,0.376,0
81607,0.00878,-9.155,0.719,0
529183,0.539,-9.331,0.662,0
158425,0.608,-4.223,0.891,0
272156,0.867,-12.618,0.224,0
421482,0.519,-8.877,0.52,0
244634,0.955,-18.618,0.151,0
113731,8.75e-05,-5.277,0.919,0
232692,0.676,-7.491,0.442,0
269704,0.668,-10.511,0.481,0
391962,0.786,-11.987,0.372,0
336671,0.267,-8.55,0.357,0
568844,0.0383,-5.828,0.604,0
471152,0.194,-7.005,0.617,1
479939,0.877,-9.983,0.416,0
365294,0.155,-6.553,0.856,0
579755,0.849,-18.428,0.334,0
107830,0.757,-8.3,0.144,0
555637,0.00273,-3.964,0.912,0
335557,2.51e-05,-3.755,0.777,0
348958,0.292,-7.893,0.753,0
509766,0.0352,-3.89,0.788,0
49140,0.488,-12.138,0.502,0
225720,0.0765,-8.559,0.893,0
19017,0.0407,-23.774,0.255,0
175731,0.00299,-6.215,0.83,0
106072,0.949,-17.147,0.131,0
520602,0.73,-7.972,0.614,0
134001,0.927,-3.997,0.584,0
195087,0.00103,-5.169,0.862,0
74372,0.147,-6.66,0.894,0
262683,0.558,-7.424,0.525,1
63525,0.857,-14.876,0.543,0
76724,0.00909,-6.538,0.986,1
384175,0.00809,-9.096,0.828,0
